Country_name,pred_cost_mean,Type_of_cost_merged,sub_Country_name,sub_pred_cost_mean,event_Country_name,event_pred_cost_mean
,,,,,Japan,0.455983667
,,,,,Japan,0.455983667
,,,,,Japan,0.455983667
,,,,,Japan,0.455983667
,,,,,Japan,0.455983667
,,,,,Japan,0.455983667
,,,,,Japan,0.455983667
,,,,,New Zealand,0.746623626
,,,,,New Zealand,0.746623626
,,,,,New Zealand,0.746623626
,,,,,New Zealand,0.746623626
,,,,,Norway,48.80939457
,,,,,China,878.3269256
,,,,,Cuba,24.62739234
,,,,,New Zealand,767.5909494
,,,,,New Zealand,767.5909494
,,,,,New Zealand,91.6700007
,,,,,United Kingdom,0.096868319
,,,,,United States,106.7688161
,,,,,United States,106.7688161
,,,,,United States,106.7688161
,,,,,United States,106.7688161
,,,,,United States,106.7688161
,,,,,Canada,4567.326839
,,,,,United States,5077.769524
,,,,,New Zealand,814.4044863
,,,,,New Zealand,22.15806789
,,,,,Mexico,0.120161119
,,,,,Japan,0.100007702
,,,,,Japan,0.100007702
,,,,,Japan,0.100007702
,,,,,Japan,0.100007702
,,,,,Japan,0.100007702
,,,,,Japan,0.100007702
,,,,,Japan,0.100007702
,,,,,Japan,0.100007702
,,,,,Japan,0.100007702
,,,,,Japan,0.100007702
,,,,,Japan,0.100007702
,,,,,Japan,0.100007702
,,,,,Japan,0.100007702
,,,,,Australia,42.57561023
,,,,,New Zealand,7.573009077
,,,,,United Kingdom,1.798282081
,,,,,United States,2.930672125
,,,,,Italy,2.806125802
,,,,,Japan,2.690018399
,,,,,Japan,2.690018399
,,,,,Japan,2.690018399
,,,,,Japan,2.690018399
,,,,,Japan,2.690018399
,,,,,Japan,2.690018399
,,,,,Japan,2.690018399
,,,,,Japan,2.690018399
,,,,,Japan,2.690018399
,,,,,Japan,2.690018399
,,,,,Japan,2.690018399
,,,,,Japan,2.690018399
,,,,,Japan,2.690018399
,,,,,Japan,2.690018399
,,,,,Japan,2.690018399
,,,,,Japan,2.690018399
,,,,,Japan,2.690018399
,,,,,Japan,2.690018399
,,,,,Italy,0.615301824
,,,,,Italy,6.907202919
,,,,,Italy,29.74054629
,,,,,Sweden,9.119440947
,,,,,Germany,10.92983987
,,,,,Spain,9.257593706
,,,,,Spain,9.257593706
,,,,,Spain,9.257593706
,,,,,Spain,9.257593706
,,,,,Spain,9.257593706
,,,,,Spain,9.257593706
,,,,,Spain,9.257593706
,,,,,Spain,9.257593706
,,,,,Spain,9.257593706
,,,,,Spain,9.257593706
,,,,,Spain,9.257593706
,,,,,Spain,9.257593706
,,,,,Spain,9.257593706
,,,,,Spain,9.257593706
,,,,,Spain,9.257593706
,,,,,Denmark,6.996548236
,,,,,Denmark,6.996548236
,,,,,Iceland,5.451975678
,,,,,Iceland,5.451975678
,,,,,Norway,8.048254236
,,,,,United Kingdom,1.481980213
,,,,,Chile,12.72053608
,,,,,Chile,12.72053608
,,,,,Japan,652.2697568
,,,,,Lithuania,0.864438976
,,,,,Denmark,0.955930323
,,,,,Denmark,0.955930323
,,,,,Sweden,1.181411323
,,,,,Norway,0.889229858
,,,,,Germany,39.17957006
,,,,,Germany,291.4191284
,,,,,Germany,291.4191284
,,,,,United Kingdom,17.6967357
,,,,,Germany,25.20899405
,,,,,Germany,25.20899405
,,,,,Netherlands,26.6699317
,,,,,Netherlands,26.6699317
,,,,,Germany,11.45309247
,,,,,Germany,4.025989766
,,,,,Germany,13.89156496
,,,,,Australia,332.1924309
,,,,,Australia,332.1924309
,,,,,Australia,332.1924309
,,,,,Australia,332.1924309
,,,,,Australia,332.1924309
,,,,,United Kingdom,287.3122639
,,,,,Australia,332.1924309
,,,,,Germany,30.38202807
,,,,,Australia,27.12027489
,,,,,Australia,8.24170027
,,,,,Australia,8.24170027
,,,,,United Kingdom,7.499972029
,,,,,United Kingdom,7.499972029
,,,,,United Kingdom,7.499972029
,,,,,United Kingdom,7.499972029
,,,,,United Kingdom,11.31031834
,,,,,United Kingdom,130.7530082
,,,,,United Kingdom,5.374648647
,,,,,United Kingdom,5.374648647
,,,,,United Kingdom,5.374648647
,,,,,United Kingdom,5.374648647
,,,,,United Kingdom,0.565357133
,,,,,United Kingdom,1.18101806
,,,,,Japan,1.0153794
,,,,,Japan,1.0153794
,,,,,Japan,1.0153794
,,,,,Japan,1.0153794
,,,,,United Kingdom,1.18101806
,,,,,United Kingdom,3.680474933
,,,,,United Kingdom,2.784402416
,,,,,Japan,7.072367223
,,,,,Japan,7.072367223
,,,,,Japan,7.072367223
,,,,,Japan,7.072367223
,,,,,Japan,7.072367223
,,,,,Japan,7.072367223
,,,,,Japan,7.072367223
,,,,,Japan,7.072367223
,,,,,Japan,7.072367223
,,,,,Japan,7.072367223
,,,,,Japan,7.072367223
,,,,,Japan,7.072367223
,,,,,Japan,7.072367223
,,,,,Japan,7.072367223
,,,,,Japan,7.072367223
,,,,,Japan,7.072367223
,,,,,Japan,7.072367223
,,,,,Japan,7.072367223
,,,,,India,1245.861155
,,,,,United States,138.5686629
,,,,,United States,92.11374585
,,,,,Canada,1676.321962
,,,,,Australia,0.290779475
,,,,,Australia,0.290779475
,,,,,Germany,6.725501455
,,,,,India,8735.47128
,,,,,Norway,0.678241885
,,,,,China,165.0320238
,,,,,Philippines,4268.531822
,,,,,Philippines,192.0182623
,,,,,Portugal,2.600112742
,,,,,Italy,5.997489223
,,,,,Japan,5.84435804
,,,,,Japan,5.84435804
,,,,,Japan,5.84435804
,,,,,Japan,5.84435804
,,,,,Japan,5.84435804
,,,,,Japan,5.84435804
,,,,,Japan,5.84435804
,,,,,Japan,5.84435804
,,,,,Japan,5.84435804
,,,,,Japan,5.84435804
,,,,,Japan,5.84435804
,,,,,Japan,5.84435804
,,,,,Japan,5.84435804
,,,,,Japan,5.84435804
,,,,,Japan,5.84435804
,,,,,Japan,5.84435804
,,,,,Japan,5.84435804
,,,,,Japan,5.84435804
,,,,,Japan,0.02485587
,,,,,Japan,0.02485587
,,,,,Japan,0.02485587
,,,,,Japan,0.02485587
,,,,,Japan,0.02485587
,,,,,Japan,0.02485587
,,,,,Japan,0.02485587
,,,,,Togo,0.174891889
,,,,,Benin,0.186633068
,,,,,Kenya,0.264791979
,,,,,United Kingdom,0.788628363
,,,,,United Kingdom,0.788628363
,,,,,Netherlands,66.4360897
,,,,,Pakistan,66.71587
,,,,,United Kingdom,0.376667539
,,,,,Mexico,2.20264254
,,,,,New Zealand,2.900932293
,,,,,Malta,1.182171055
,,,,,United Kingdom,3.564899049
,,,,,United Kingdom,79.36738911
,,,,,United Kingdom,12.72889328
,,,,,Australia,5.744481492
,,,,,United States,69294.91614
,,,,,Australia,11.99521409
,,,,,Australia,11.99521409
,,,,,Australia,11.99521409
,,,,,Australia,11.99521409
,,,,,United States,16286.59909
,,,,,Spain,11.85006401
,,,,,United States,84.69291663
,,,,,United States,90.50901974
,,,,,United Kingdom,5.718706908
,,,,,United Kingdom,5.718706908
,,,,,United Kingdom,3.91363272
,,,,,United Kingdom,10.6985547
,,,,,United Kingdom,10.6985547
,,,,,United Kingdom,10.30163716
,,,,,Australia,212.1752692
,,,,,Argentina,9.30325147
,,,,,Japan,30.14626338
,,,,,Japan,30.14626338
,,,,,Japan,30.14626338
,,,,,Japan,30.14626338
,,,,,Japan,30.14626338
,,,,,Japan,30.14626338
,,,,,Japan,30.14626338
,,,,,Japan,30.14626338
,,,,,Australia,32.2442685
,,,,,China,47.04762106
,,,,,China,47.04762106
,,,,,China,47.04762106
,,,,,China,47.04762106
,,,,,China,47.04762106
,,,,,China,47.04762106
,,,,,China,47.04762106
,,,,,China,47.04762106
,,,,,China,47.04762106
,,,,,China,47.04762106
,,,,,China,47.04762106
,,,,,China,47.04762106
,,,,,China,47.04762106
,,,,,China,47.04762106
,,,,,China,47.04762106
,,,,,China,47.04762106
,,,,,China,47.04762106
,,,,,Zimbabwe,1488.036025
,,,,,Mozambique,3045.239656
,,,,,Democratic Republic of the Congo,2665.686234
,,,,,Benin,707.9457479
,,,,,Zambia,1838.179216
,,,,,Ghana,928.0657754
,,,,,Cameroon,1950.621356
,,,,,Uganda,2169.523177
,,,,,Malawi,1779.133244
,,,,,Ethiopia,2524.028794
,,,,,Tanzania,1844.30933
,,,,,Nigeria,2689.598135
,,,,,Ghana,14.84063204
,,,,,Zambia,30.64336824
,,,,,Canada,13035.9406
,,,,,Australia,154.5398519
,,,,,Australia,154.5398519
,,,,,Australia,154.5398519
,,,,,Australia,154.5398519
,,,,,Chile,106.472311
,,,,,Australia,154.5398519
,,,,,Australia,154.5398519
,,,,,Australia,5.02679987
,,,,,Chile,7.054303175
,,,,,Argentina,3548.062854
,,,,,Argentina,3548.062854
,,,,,Australia,4.777380672
,,,,,Australia,4.777380672
,,,,,Argentina,3.734160889
,,,,,Argentina,3.734160889
,,,,,Chile,28.62140549
,,,,,Chile,28.62140549
,,,,,Chile,28.62140549
,,,,,New Zealand,968.6423231
,,,,,United Kingdom,0.787235198
,,,,,United Kingdom,0.787235198
,,,,,Norway,0.225482471
,,,,,Japan,0.242743243
,,,,,Japan,0.242743243
,,,,,Japan,0.242743243
,,,,,Japan,0.242743243
,,,,,Japan,0.242743243
,,,,,Japan,0.242743243
,,,,,New Zealand,68.25840856
,,,,,New Zealand,68.25840856
,,,,,New Zealand,68.25840856
,,,,,New Zealand,68.25840856
,,,,,New Zealand,68.25840856
,,,,,New Zealand,68.25840856
,,,,,New Zealand,68.25840856
,,,,,New Zealand,68.25840856
,,,,,Tanzania,2.157891458
,,,,,New Zealand,0.002477275
,,,,,France,0.647820493
,,,,,Japan,0.153645247
,,,,,France,0.342952768
,,,,,France,0.342952768
,,,,,France,0.342952768
,,,,,France,0.342952768
,,,,,France,0.342952768
,,,,,France,0.342952768
,,,,,France,0.342952768
,,,,,France,0.342952768
,,,,,Japan,0.297526699
,,,,,Japan,0.297526699
,,,,,Japan,0.297526699
,,,,,Japan,0.297526699
,,,,,Japan,0.297526699
,,,,,Japan,0.297526699
,,,,,Japan,0.297526699
,,,,,Japan,0.297526699
,,,,,Japan,0.297526699
,,,,,Japan,0.297526699
,,,,,Japan,0.297526699
,,,,,Japan,0.297526699
,,,,,Japan,0.297526699
,,,,,Chile,0.016320732
,,,,,Chile,9.148904018
,,,,,Chile,9.148904018
,,,,,Chile,9.148904018
,,,,,Chile,9.148904018
,,,,,New Zealand,2.735770889
,,,,,Australia,32.41938634
,,,,,Australia,32.41938634
,,,,,Australia,32.41938634
,,,,,Australia,40.52949147
,,,,,Australia,302.8366797
,,,,,Australia,0.642977417
,,,,,Venezuela,0.02307698
