Country_name,pred_cost_mean,Type_of_cost_merged,sub_Country_name,sub_pred_cost_mean,event_Country_name,event_pred_cost_mean
,,,,,Japan,0.189560591
,,,,,Japan,0.189560591
,,,,,Japan,0.189560591
,,,,,Japan,0.189560591
,,,,,Japan,0.189560591
,,,,,Japan,0.189560591
,,,,,Japan,0.189560591
,,,,,Japan,0.189560591
,,,,,Japan,0.189560591
,,,,,Japan,0.189560591
,,,,,Japan,0.189560591
,,,,,Japan,0.189560591
,,,,,Japan,0.189560591
,,,,,Australia,1.984917886
,,,,,Australia,1.984917886
,,,,,Australia,1.984917886
,,,,,Australia,1.984917886
,,,,,Australia,1.984917886
,,,,,Australia,1.984917886
,,,,,Australia,1.984917886
,,,,,Australia,1.984917886
,,,,,Australia,0.979011383
,,,,,Australia,0.26918811
,,,,,Australia,0.26918811
,,,,,Australia,0.26918811
,,,,,Australia,0.26918811
,,,,,Australia,0.26918811
,,,,,Australia,0.054393291
,,,,,Australia,6.646670141
,,,,,Australia,7.095018276
,,,,,Australia,7.095018276
,,,,,Australia,0.95125769
,,,,,Australia,0.95125769
,,,,,Australia,0.95125769
,,,,,Australia,0.95125769
,,,,,Australia,0.95125769
,,,,,Australia,0.95125769
,,,,,Australia,0.95125769
,,,,,Australia,0.95125769
,,,,,Australia,0.95125769
,,,,,Australia,0.95125769
,,,,,Australia,0.95125769
,,,,,Australia,0.95125769
,,,,,Germany,62.43424869
,,,,,Australia,86.00819853
,,,,,Australia,86.00819853
,,,,,Australia,1468.50447
,,,,,United States,3084.076999
,,,,,United States,2228.032017
,,,,,Australia,15.07768515
,,,,,Australia,15.07768515
,,,,,Australia,15.07768515
,,,,,Australia,15.07768515
,,,,,Australia,15.07768515
,,,,,Australia,15.07768515
,,,,,Australia,15.07768515
,,,,,Australia,1.730842897
,,,,,Australia,1.730842897
,,,,,Australia,8.637027641
,,,,,New Zealand,8.192817741
,,,,,Australia,8.637027641
,,,,,Australia,8.637027641
,,,,,Australia,18.66211965
,,,,,Australia,18.66211965
,,,,,Chile,0.639465636
,,,,,Chile,0.064335058
,,,,,Chile,0.690947955
,,,,,Argentina,378.3075571
,,,,,Argentina,40.71991111
,,,,,Canada,1153.088925
,,,,,Japan,0.040888997
,,,,,Japan,0.040888997
,,,,,Ethiopia,524.5393056
,,,,,Kenya,602.1989424
,,,,,Malawi,649.2997062
,,,,,Tanzania,810.9708657
,,,,,Australia,9182.226
,,,,,United States,20713.01749
,,,,,United States,20713.01749
,,,,,Fiji,6.331979169
,,,,,Fiji,6.331979169
,,,,,Fiji,4.091385493
,,,,,Fiji,4.091385493
,,,,,Fiji,4.091385493
,,,,,Fiji,22.75039834
,,,,,Portugal,0.481686537
,,,,,China,3941.659541
,,,,,United Kingdom,0.04223349
,,,,,United Kingdom,0.051126948
,,,,,United Kingdom,0.731941764
,,,,,Australia,1.7206388
,,,,,China,3.959487998
,,,,,United Kingdom,0.62427177
,,,,,United Kingdom,0.62427177
,,,,,United Kingdom,0.162008483
,,,,,United Kingdom,0.162008483
,,,,,United Kingdom,11.15707893
,,,,,United States,4842.586676
,,,,,United States,4589.535775
,,,,,United States,133.901108
,,,,,United Kingdom,22.94376275
,,,,,Germany,3.840068969
,,,,,Germany,4.645770261
,,,,,Germany,4.645770261
,,,,,Germany,4.645770261
,,,,,Germany,2.986308362
,,,,,Australia,1.036607891
,,,,,Australia,11.28079566
,,,,,Australia,0.638697038
,,,,,Spain,0.491870288
,,,,,Australia,1167.215657
,,,,,Australia,1167.215657
,,,,,Australia,1167.215657
,,,,,Australia,1167.215657
,,,,,Australia,1167.215657
,,,,,Australia,1167.215657
,,,,,Norway,591.4049626
,,,,,Japan,0.835067702
,,,,,Japan,0.835067702
,,,,,Japan,0.835067702
,,,,,Japan,0.835067702
,,,,,Norway,525.4033879
,,,,,Norway,525.4033879
,,,,,Canada,16658.24553
,,,,,Australia,858.2615311
,,,,,New Zealand,1.927831987
,,,,,Japan,0.138454049
,,,,,Japan,0.138454049
,,,,,Japan,0.138454049
,,,,,Japan,0.138454049
,,,,,Japan,0.138454049
,,,,,Japan,0.138454049
,,,,,Japan,0.138454049
,,,,,Japan,0.138454049
,,,,,Japan,0.138454049
,,,,,Mexico,0.440989738
,,,,,United States,8178.488545
,,,,,China,20.42722447
,,,,,India,24.610636
,,,,,China,20.80918065
,,,,,China,16.86042478
,,,,,United Kingdom,4.095223345
,,,,,United Kingdom,4.095223345
,,,,,Finland,7.635657331
,,,,,Argentina,13.15275998
,,,,,Brazil,23.60687574
,,,,,Japan,0.4973076
,,,,,Japan,0.4973076
,,,,,Japan,0.4973076
,,,,,Japan,0.4973076
,,,,,Japan,0.4973076
,,,,,Japan,0.4973076
,,,,,Japan,0.4973076
,,,,,Japan,0.4973076
,,,,,New Zealand,0.647934557
,,,,,New Zealand,0.647934557
,,,,,New Zealand,0.647934557
,,,,,New Zealand,0.647934557
,,,,,Norway,30.41703324
,,,,,China,889.3492993
,,,,,Cuba,30.8727442
,,,,,New Zealand,587.019546
,,,,,New Zealand,587.019546
,,,,,New Zealand,69.41968672
,,,,,United Kingdom,0.146854034
,,,,,United States,98.17828833
,,,,,United States,98.17828833
,,,,,United States,98.17828833
,,,,,United States,98.17828833
,,,,,United States,98.17828833
,,,,,Canada,3998.390674
,,,,,United States,4691.130804
,,,,,New Zealand,729.7076855
,,,,,New Zealand,19.37267252
,,,,,Mexico,0.103248954
,,,,,Japan,0.08837695
,,,,,Japan,0.08837695
,,,,,Japan,0.08837695
,,,,,Japan,0.08837695
,,,,,Japan,0.08837695
,,,,,Japan,0.08837695
,,,,,Japan,0.08837695
,,,,,Japan,0.08837695
,,,,,Japan,0.08837695
,,,,,Japan,0.08837695
,,,,,Japan,0.08837695
,,,,,Japan,0.08837695
,,,,,Japan,0.08837695
,,,,,Australia,39.21868689
,,,,,New Zealand,5.531955069
,,,,,United Kingdom,1.452060361
,,,,,United States,2.872777733
,,,,,Italy,2.604340884
,,,,,Japan,2.691408754
,,,,,Japan,2.691408754
,,,,,Japan,2.691408754
,,,,,Japan,2.691408754
,,,,,Japan,2.691408754
,,,,,Japan,2.691408754
,,,,,Japan,2.691408754
,,,,,Japan,2.691408754
,,,,,Japan,2.691408754
,,,,,Japan,2.691408754
,,,,,Japan,2.691408754
,,,,,Japan,2.691408754
,,,,,Japan,2.691408754
,,,,,Japan,2.691408754
,,,,,Japan,2.691408754
,,,,,Japan,2.691408754
,,,,,Japan,2.691408754
,,,,,Japan,2.691408754
,,,,,Italy,0.566991037
,,,,,Italy,6.400982019
,,,,,Italy,27.59248511
,,,,,Sweden,10.561173
,,,,,Germany,7.510231431
,,,,,Spain,8.387373955
,,,,,Spain,8.387373955
,,,,,Spain,8.387373955
,,,,,Spain,8.387373955
,,,,,Spain,8.387373955
,,,,,Spain,8.387373955
,,,,,Spain,8.387373955
,,,,,Spain,8.387373955
,,,,,Spain,8.387373955
,,,,,Spain,8.387373955
,,,,,Spain,8.387373955
,,,,,Spain,8.387373955
,,,,,Spain,8.387373955
,,,,,Spain,8.387373955
,,,,,Spain,8.387373955
,,,,,Denmark,6.383613922
,,,,,Denmark,6.383613922
,,,,,Iceland,4.651559361
,,,,,Iceland,4.651559361
,,,,,Norway,9.637064849
,,,,,United Kingdom,1.319279477
,,,,,Chile,10.34582436
,,,,,Chile,10.34582436
,,,,,Japan,597.2739003
,,,,,Lithuania,0.819643181
,,,,,Denmark,0.866832016
,,,,,Denmark,0.866832016
,,,,,Sweden,1.44384871
,,,,,Norway,0.763694459
,,,,,Germany,36.4917177
,,,,,Germany,270.0901
,,,,,Germany,270.0901
,,,,,United Kingdom,12.16363585
,,,,,Germany,23.37577032
,,,,,Germany,23.37577032
,,,,,Netherlands,20.64835836
,,,,,Netherlands,20.64835836
,,,,,Germany,10.6673712
,,,,,Germany,3.749793114
,,,,,Germany,12.79080763
,,,,,Australia,311.5018021
,,,,,Australia,311.5018021
,,,,,Australia,311.5018021
,,,,,Australia,311.5018021
,,,,,Australia,311.5018021
,,,,,United Kingdom,255.1659682
,,,,,Australia,311.5018021
,,,,,Germany,28.9318975
,,,,,Australia,25.38871257
,,,,,Australia,7.722309628
,,,,,Australia,7.722309628
,,,,,United Kingdom,6.722734591
,,,,,United Kingdom,6.722734591
,,,,,United Kingdom,6.722734591
,,,,,United Kingdom,6.722734591
,,,,,United Kingdom,10.16288652
,,,,,United Kingdom,116.903356
,,,,,United Kingdom,4.849328569
,,,,,United Kingdom,4.849328569
,,,,,United Kingdom,4.849328569
,,,,,United Kingdom,4.849328569
,,,,,United Kingdom,0.500444623
,,,,,United Kingdom,1.045253153
,,,,,Japan,0.831132686
,,,,,Japan,0.831132686
,,,,,Japan,0.831132686
,,,,,Japan,0.831132686
,,,,,United Kingdom,1.045253153
,,,,,United Kingdom,3.25789449
,,,,,United Kingdom,2.452462677
,,,,,Japan,6.580774552
,,,,,Japan,6.580774552
,,,,,Japan,6.580774552
,,,,,Japan,6.580774552
,,,,,Japan,6.580774552
,,,,,Japan,6.580774552
,,,,,Japan,6.580774552
,,,,,Japan,6.580774552
,,,,,Japan,6.580774552
,,,,,Japan,6.580774552
,,,,,Japan,6.580774552
,,,,,Japan,6.580774552
,,,,,Japan,6.580774552
,,,,,Japan,6.580774552
,,,,,Japan,6.580774552
,,,,,Japan,6.580774552
,,,,,Japan,6.580774552
,,,,,Japan,6.580774552
,,,,,India,1031.37402
,,,,,United States,117.4115875
,,,,,United States,83.55392743
,,,,,Canada,1404.479573
,,,,,Australia,0.263345102
,,,,,Australia,0.263345102
,,,,,Germany,6.366248284
,,,,,India,6787.435531
,,,,,Norway,0.573741663
,,,,,China,144.9373503
,,,,,Philippines,3661.633412
,,,,,Philippines,164.7171707
,,,,,Portugal,1.830380623
,,,,,Italy,5.531033331
,,,,,Japan,5.628236365
,,,,,Japan,5.628236365
,,,,,Japan,5.628236365
,,,,,Japan,5.628236365
,,,,,Japan,5.628236365
,,,,,Japan,5.628236365
,,,,,Japan,5.628236365
,,,,,Japan,5.628236365
,,,,,Japan,5.628236365
,,,,,Japan,5.628236365
,,,,,Japan,5.628236365
,,,,,Japan,5.628236365
,,,,,Japan,5.628236365
,,,,,Japan,5.628236365
,,,,,Japan,5.628236365
,,,,,Japan,5.628236365
,,,,,Japan,5.628236365
,,,,,Japan,5.628236365
,,,,,Japan,0.02390984
,,,,,Japan,0.02390984
,,,,,Japan,0.02390984
,,,,,Japan,0.02390984
,,,,,Japan,0.02390984
,,,,,Japan,0.02390984
,,,,,Japan,0.02390984
,,,,,Togo,0.099139012
,,,,,Benin,0.117480518
,,,,,Kenya,0.150983047
,,,,,United Kingdom,0.411395147
,,,,,United Kingdom,0.411395147
,,,,,Netherlands,53.92793792
,,,,,Pakistan,53.33025162
,,,,,United Kingdom,0.324765092
,,,,,Mexico,2.156574363
,,,,,New Zealand,2.509903577
,,,,,Malta,1.043049942
,,,,,United Kingdom,3.151900878
,,,,,United Kingdom,70.57097679
,,,,,United Kingdom,11.31813006
,,,,,Australia,5.27191868
,,,,,United States,72775.63475
,,,,,Australia,11.79999546
,,,,,Australia,11.79999546
,,,,,Australia,11.79999546
,,,,,Australia,11.79999546
,,,,,United States,14762.71988
,,,,,Spain,10.68207125
,,,,,United States,69.58615696
,,,,,United States,74.36483597
,,,,,United Kingdom,5.11648188
,,,,,United Kingdom,5.11648188
,,,,,United Kingdom,3.501496267
,,,,,United Kingdom,9.524244093
,,,,,United Kingdom,9.524244093
,,,,,United Kingdom,9.255463018
,,,,,Australia,195.5069873
,,,,,Argentina,7.281600185
,,,,,Japan,30.31184714
,,,,,Japan,30.31184714
,,,,,Japan,30.31184714
,,,,,Japan,30.31184714
,,,,,Japan,30.31184714
,,,,,Japan,30.31184714
,,,,,Japan,30.31184714
,,,,,Japan,30.31184714
,,,,,Australia,27.84949032
,,,,,China,50.57118569
,,,,,China,50.57118569
,,,,,China,50.57118569
,,,,,China,50.57118569
,,,,,China,50.57118569
,,,,,China,50.57118569
,,,,,China,50.57118569
,,,,,China,50.57118569
,,,,,China,50.57118569
,,,,,China,50.57118569
,,,,,China,50.57118569
,,,,,China,50.57118569
,,,,,China,50.57118569
,,,,,China,50.57118569
,,,,,China,50.57118569
,,,,,China,50.57118569
,,,,,China,50.57118569
,,,,,Zimbabwe,1207.609998
,,,,,Mozambique,2495.606804
,,,,,Democratic Republic of the Congo,3141.031842
,,,,,Benin,1349.250113
,,,,,Zambia,1220.215258
,,,,,Ghana,1808.907766
,,,,,Cameroon,1462.74373
,,,,,Uganda,2936.194606
,,,,,Malawi,1948.900602
,,,,,Ethiopia,1848.749953
,,,,,Tanzania,2494.820604
,,,,,Nigeria,1868.270481
,,,,,Ghana,27.94275411
,,,,,Zambia,18.96482874
,,,,,Canada,12374.60158
,,,,,Australia,150.2677599
,,,,,Australia,150.2677599
,,,,,Australia,150.2677599
,,,,,Australia,150.2677599
,,,,,Chile,33.61585893
,,,,,Australia,150.2677599
,,,,,Australia,150.2677599
,,,,,Australia,4.889675021
,,,,,Chile,2.331384063
,,,,,Argentina,3050.572264
,,,,,Argentina,3050.572264
,,,,,Australia,4.622582546
,,,,,Australia,4.622582546
,,,,,Argentina,3.222485482
,,,,,Argentina,3.222485482
,,,,,Chile,9.572445479
,,,,,Chile,9.572445479
,,,,,Chile,9.572445479
,,,,,New Zealand,742.8630142
,,,,,United Kingdom,1.343304345
,,,,,United Kingdom,1.343304345
,,,,,Norway,0.18918163
,,,,,Japan,0.229387291
,,,,,Japan,0.229387291
,,,,,Japan,0.229387291
,,,,,Japan,0.229387291
,,,,,Japan,0.229387291
,,,,,Japan,0.229387291
,,,,,New Zealand,50.25682482
,,,,,New Zealand,50.25682482
,,,,,New Zealand,50.25682482
,,,,,New Zealand,50.25682482
,,,,,New Zealand,50.25682482
,,,,,New Zealand,50.25682482
,,,,,New Zealand,50.25682482
,,,,,New Zealand,50.25682482
,,,,,Tanzania,1.894345953
,,,,,New Zealand,0.002298147
,,,,,France,0.576228474
,,,,,Japan,0.144138764
,,,,,France,0.308541772
,,,,,France,0.308541772
,,,,,France,0.308541772
,,,,,France,0.308541772
,,,,,France,0.308541772
,,,,,France,0.308541772
,,,,,France,0.308541772
,,,,,France,0.308541772
,,,,,Japan,0.276808573
,,,,,Japan,0.276808573
,,,,,Japan,0.276808573
,,,,,Japan,0.276808573
,,,,,Japan,0.276808573
,,,,,Japan,0.276808573
,,,,,Japan,0.276808573
,,,,,Japan,0.276808573
,,,,,Japan,0.276808573
,,,,,Japan,0.276808573
,,,,,Japan,0.276808573
,,,,,Japan,0.276808573
,,,,,Japan,0.276808573
,,,,,Chile,0.034405494
,,,,,Chile,19.41893719
,,,,,Chile,19.41893719
,,,,,Chile,19.41893719
,,,,,Chile,19.41893719
,,,,,New Zealand,2.1042945
,,,,,Australia,26.33861722
,,,,,Australia,26.33861722
,,,,,Australia,26.33861722
,,,,,Australia,32.76292006
,,,,,Australia,249.1585745
,,,,,Australia,0.519788366
,,,,,Venezuela,0.019014146
