Class_code,Species,Type_of_cost_merged,pred_cost_mean,s_Class_code,s_Species,s_Damage,s_manage,s_mixed,s_unspecified,s_pred_cost_mean
Reptilia,Trachemys scripta,Management,1.440555996,terrinv,Ephestia kuehniella,0,0,0,0,15.49844879
terrinv,Adelges piceae,Damage,8170.213487,terrinv,Adelges tsugae,0,0,0,0,13.96363562
terrinv,Adelges tsugae,Management,13.96363562,Freshwater,Pacifastacus leniusculus,0,0,0,0,13.22738051
terrinv,Aedes aegypti,Damage,98948.007,terrinv,Rhynchophorus ferrugineus,0,0,0,0,11.67610232
terrinv,Aedes aegypti,Management,13583.57816,Freshwater,Procambarus clarkii,0,0,0,0,8.240722329
terrinv,Aedes aegypti,Mixed,8.938685447,terrinv,Aedes albopictus,0,0,0,0,7.427185171
terrinv,Aedes albopictus,Management,7.427185171,terrinv,Vespa velutina,0,0,0,0,7.292563148
terrinv,Aedes camptorhynchus,Management,1030.795928,terrinv,Daktulosphaira vitifoliae,0,0,0,0,7.065316191
terrinv,Agrilus planipennis,Management,1378.57424,Bird,Phasianus colchicus,0,0,0,0,6.628217588
terrinv,Aleurodicus rugioperculatus,Management,0.000716569,terrinv,Linepithema humile,0,0,0,0,6.359962304
terrinv,Anastrepha fraterculus,Damage,111.4891908,Mammal,Mustela erminea,0,0,0,0,6.139890014
terrinv,Anastrepha fraterculus,Management,14.15983735,Bird,Branta canadensis,0,0,0,0,5.125472959
terrinv,Anopheles darlingi,Management,712.3828247,Mammal,Nyctereutes procyonoides,0,0,0,0,4.734782444
terrinv,Anoplophora chinensis,Management,56.62232146,Bird,Myiopsitta monachus,0,0,0,0,4.697837337
terrinv,Anoplophora glabripennis,Damage,4048.172875,Reptilia,Boiga irregularis,0,0,0,0,3.360237164
terrinv,Anoplophora glabripennis,Management,8920.432634,Mammal,Callosciurus erythraeus,0,0,0,0,3.255937056
terrinv,Anthonomus grandis,Damage,1174.909339,Mammal,Rattus exulans,0,0,0,0,2.449452842
terrinv,Anthonomus grandis,Management,1745.222278,terrinv,Globodera rostochiensis,0,0,0,0,2.444486392
terrinv,Anthonomus grandis,Mixed,86943.29112,Mammal,Hemitragus jemlahicus,0,0,0,0,2.277637877
terrinv,Anthonomus grandis,Unspecified,1507.079495,terrinv,Vespula vulgaris,0,0,0,0,2.259521473
terrinv,Arion lusitanicus,Damage,136.4703719,terrinv,Raoiella indica,0,0,0,0,2.16158788
terrinv,Bactrocera philippinensis,Damage,967.5127129,terrinv,Dendroctonus micans,0,0,0,0,1.912452608
terrinv,Bactrocera philippinensis,Management,346.53693,terrinv,Trogoderma granarium,0,0,0,0,1.861179369
terrinv,Bactrocera tryoni,Damage,284.6489928,Mammal,Castor canadensis,0,0,0,0,1.758785172
terrinv,Bactrocera tryoni,Management,87.90208996,Mammal,Herpestes javanicus,0,0,0,0,1.65003111
terrinv,Bemisia tabaci,Management,0.00236705,Fish,Pseudorasbora parva,0,0,0,0,1.61174511
terrinv,Bruchus pisorum,Mixed,34.52525404,Reptilia,Trachemys scripta,0,0,0,0,1.440555996
terrinv,Bursaphelenchus mucronatus,Damage,33364.15352,terrinv,Thrips palmi,0,0,0,0,1.31636781
terrinv,Bursaphelenchus mucronatus,Management,11.83768989,Mammal,Muntiacus reevesi,0,0,0,0,1.274412282
terrinv,Bursaphelenchus mucronatus,Mixed,173.4718749,Mammal,Equus caballus,0,0,0,0,1.194734488
terrinv,Cactoblastis cactorum,Damage,270.4452917,Bird,Alopochen aegyptiaca,0,0,0,0,1.053334291
terrinv,Cactoblastis cactorum,Management,74.68660361,Bird,Cygnus olor,0,0,0,0,0.914401172
terrinv,Cameraria ohridella,Management,65.89612432,Fish,Phoxinus phoxinus,0,0,0,0,0.661082699
terrinv,Ceratitis capitata,Damage,418.8961534,Freshwater,Corbicula fluminea,0,0,0,0,0.640522602
terrinv,Ceratitis capitata,Management,45.49728732,Mammal,Phascolarctos cinereus,0,0,0,0,0.574478558
terrinv,Ceutorhynchus obstrictus,Damage,1429.395839,terrinv,Prostephanus truncatus,0,0,0,0,0.52047716
terrinv,Chilo partellus,Damage,3481.184483,terrinv,Hyblaea puera,0,0,0,0,0.468151928
terrinv,Cochliomyia hominivorax,Damage,10523.06681,Reptilia,Anolis carolinensis,0,0,0,0,0.223560264
terrinv,Coptotermes formosanus,Mixed,48120.3993,Fish,Tinca tinca,0,0,0,0,0.221310235
terrinv,Coptotermes gestroi,Damage,14.10239855,terrinv,Maconellicoccus hirsutus,0,0,0,0,0.119377803
terrinv,Coptotermes gestroi,Management,13.33278866,Reptilia,Chelydra serpentina,0,0,0,0,0.087143312
terrinv,Coptotermes gestroi,Mixed,24.71259459,Amphibian,Lithobates catesbeianus,0,0,0,0,0.083774827
terrinv,Cydia pomonella,Damage,5562.372684,Amphibian,Xenopus laevis,0,0,0,0,0.023067087
terrinv,Daktulosphaira vitifoliae,Management,2.143358757,terrinv,Varroa jacobsoni,0,0,0,0,0.002414207
terrinv,Daktulosphaira vitifoliae,Mixed,4.921957434,terrinv,Bemisia tabaci,0,0,0,0,0.00236705
terrinv,Dendroctonus micans,Damage,1.518402846,terrinv,Aleurodicus rugioperculatus,0,0,0,0,0.000716569
terrinv,Dendroctonus micans,Management,0.394049762,,,,,,,
terrinv,Drosophila suzukii,Damage,144.0083583,,,,,,,
terrinv,Elatobium abietinum,Damage,26.65627444,,,,,,,
terrinv,Ephestia kuehniella,Damage,2.86426508,,,,,,,
terrinv,Ephestia kuehniella,Management,12.63418371,,,,,,,
terrinv,Frankliniella occidentalis,Damage,477.1606517,,,,,,,
terrinv,Globodera rostochiensis,Management,2.444486392,,,,,,,
terrinv,Haematobia irritans,Damage,18783.94559,,,,,,,
terrinv,Halotydeus destructor,Damage,936.1762524,,,,,,,
terrinv,Hyblaea puera,Management,0.468151928,,,,,,,
terrinv,Hypera postica,Management,8376.889946,,,,,,,
terrinv,Hyphantria cunea,Mixed,21.99643207,,,,,,,
terrinv,Hypothenemus hampei,Damage,39.5517427,,,,,,,
terrinv,Leptinotarsa decemlineata,Damage,26.48233815,,,,,,,
terrinv,Leptinotarsa decemlineata,Management,45.30955324,,,,,,,
terrinv,Linepithema humile,Management,6.359962304,,,,,,,
terrinv,Liriomyza huidobrensis,Management,46.06180104,,,,,,,
terrinv,Liriomyza sativae,Damage,1026.222657,,,,,,,
terrinv,Lissachatina fulica,Management,24.36828773,,,,,,,
terrinv,Listronotus bonariensis,Damage,1236.378975,,,,,,,
terrinv,Lymantria dispar,Damage,10173.00888,,,,,,,
terrinv,Lymantria dispar,Management,546.0258274,,,,,,,
terrinv,Maconellicoccus hirsutus,Management,0.119377803,,,,,,,
terrinv,Nilaparvata lugens,Damage,650.3616723,,,,,,,
terrinv,Paracoccus marginatus,Management,1255.307302,,,,,,,
terrinv,Pectinophora gossypiella,Mixed,129.54093,,,,,,,
terrinv,Phenacoccus solenopsis,Damage,8611.222335,,,,,,,
terrinv,Phthorimaea operculella,Mixed,166.7621201,,,,,,,
terrinv,Prostephanus truncatus,Management,0.52047716,,,,,,,
terrinv,Raoiella indica,Management,2.16158788,,,,,,,
terrinv,Rhipicephalus microplus,Damage,16099.63889,,,,,,,
terrinv,Rhynchophorus ferrugineus,Management,11.67610232,,,,,,,
terrinv,Scirtothrips perseae,Damage,74.10040332,,,,,,,
terrinv,Scirtothrips perseae,Mixed,79.18908845,,,,,,,
terrinv,Sirex noctilio,Management,226.4879877,,,,,,,
terrinv,Solenopsis invicta,Management,1073.320842,,,,,,,
terrinv,Spodoptera frugiperda,Damage,23984.8917,,,,,,,
terrinv,Spodoptera frugiperda,Management,17.16209173,,,,,,,
terrinv,Spodoptera frugiperda,Mixed,28.99917228,,,,,,,
terrinv,Stomoxys calcitrans,Damage,12914.01224,,,,,,,
terrinv,Teia anartoides,Management,743.1053929,,,,,,,
terrinv,Thrips palmi,Management,1.31636781,,,,,,,
terrinv,Trogoderma granarium,Management,1.861179369,,,,,,,
terrinv,Varroa jacobsoni,Damage,0.002414207,,,,,,,
terrinv,Vespa velutina,Damage,0.150977824,,,,,,,
terrinv,Vespa velutina,Management,7.141585324,,,,,,,
terrinv,Vespula germanica,Damage,36.596264,,,,,,,
terrinv,Vespula germanica,Management,0.016321021,,,,,,,
terrinv,Vespula vulgaris,Management,2.259521473,,,,,,,
