Class_code,Species,Type_of_cost_merged,pred_cost_mean
terrinv,Aedes aegypti,Damage,2034.007503
terrinv,Aedes aegypti,Damage,2034.007503
terrinv,Aedes aegypti,Damage,2034.007503
terrinv,Aedes aegypti,Damage,993.441591
terrinv,Aedes aegypti,Damage,1892.352084
terrinv,Aedes aegypti,Damage,1892.352084
terrinv,Aedes aegypti,Damage,890.5186548
terrinv,Aedes aegypti,Damage,1753.927184
terrinv,Aedes aegypti,Damage,702.8715239
terrinv,Aedes aegypti,Damage,2195.164889
terrinv,Aedes aegypti,Damage,1528.213209
terrinv,Aedes aegypti,Damage,1641.476154
terrinv,Aedes aegypti,Damage,1883.366924
terrinv,Aedes aegypti,Damage,1883.366924
terrinv,Aedes aegypti,Damage,2774.674847
terrinv,Aedes aegypti,Damage,2774.674847
terrinv,Aedes aegypti,Damage,1058.65145
terrinv,Aedes aegypti,Damage,1411.011338
terrinv,Aedes aegypti,Damage,3308.303848
terrinv,Aedes aegypti,Damage,2774.674847
terrinv,Aedes aegypti,Damage,1699.241331
terrinv,Aedes aegypti,Damage,3577.613871
terrinv,Aedes aegypti,Damage,3729.18239
terrinv,Aedes aegypti,Damage,2512.181819
terrinv,Aedes aegypti,Damage,2034.007503
terrinv,Aedes aegypti,Damage,1488.582298
terrinv,Aedes aegypti,Damage,1488.582298
terrinv,Aedes aegypti,Damage,1892.352084
terrinv,Aedes aegypti,Damage,2774.674847
terrinv,Aedes aegypti,Damage,1448.370338
terrinv,Aedes aegypti,Mixed,8.938685447
terrinv,Aedes aegypti,Damage,61.67094292
terrinv,Aedes aegypti,Damage,61.67094292
terrinv,Aedes aegypti,Damage,61.67094292
terrinv,Aedes aegypti,Damage,61.67094292
terrinv,Aedes aegypti,Damage,61.67094292
terrinv,Aedes aegypti,Damage,61.67094292
terrinv,Aedes aegypti,Damage,61.67094292
terrinv,Aedes aegypti,Damage,61.67094292
terrinv,Aedes aegypti,Damage,61.67094292
terrinv,Aedes aegypti,Damage,96.7164389
terrinv,Aedes aegypti,Damage,96.7164389
terrinv,Aedes aegypti,Management,408.6541472
terrinv,Aedes aegypti,Management,408.6541472
terrinv,Aedes aegypti,Management,640.8294254
terrinv,Aedes aegypti,Damage,190.108295
terrinv,Aedes aegypti,Damage,126.6764059
terrinv,Aedes aegypti,Damage,122.5637608
terrinv,Aedes aegypti,Damage,163.6471652
terrinv,Aedes aegypti,Damage,90.83932183
terrinv,Aedes albopictus,Management,3.666998074
terrinv,Aedes albopictus,Management,1.605101634
terrinv,Aedes albopictus,Management,1.110453322
terrinv,Aedes albopictus,Management,1.044632141
terrinv,Aedes camptorhynchus,Management,1030.795928
terrinv,Agrilus planipennis,Management,102.1227888
terrinv,Agrilus planipennis,Management,134.8173688
terrinv,Agrilus planipennis,Management,1141.634082
terrinv,Aleurodicus rugioperculatus,Management,0.000716569
Bird,Alopochen aegyptiaca,Damage,1.053334291
terrinv,Anastrepha fraterculus,Damage,111.4891908
terrinv,Anastrepha fraterculus,Management,14.15983735
Reptilia,Anolis carolinensis,Management,0.111780132
Reptilia,Anolis carolinensis,Management,0.111780132
terrinv,Anopheles darlingi,Management,712.3828247
terrinv,Anoplophora chinensis,Management,49.18716988
terrinv,Anoplophora chinensis,Management,3.71757579
terrinv,Anoplophora chinensis,Management,3.71757579
terrinv,Anoplophora glabripennis,Management,512.3954653
terrinv,Anoplophora glabripennis,Management,574.1060487
terrinv,Anoplophora glabripennis,Management,608.6243156
terrinv,Anoplophora glabripennis,Management,1626.754138
terrinv,Anoplophora glabripennis,Management,1866.184222
terrinv,Anoplophora glabripennis,Management,1866.184222
terrinv,Anoplophora glabripennis,Management,1866.184222
terrinv,Anoplophora glabripennis,Damage,4048.172875
terrinv,Anthonomus grandis,Damage,1174.909339
terrinv,Anthonomus grandis,Management,142.0961019
terrinv,Anthonomus grandis,Management,176.7801325
terrinv,Anthonomus grandis,Mixed,86943.29112
terrinv,Anthonomus grandis,Unspecified,1507.079495
terrinv,Anthonomus grandis,Management,17.67128765
terrinv,Anthonomus grandis,Management,352.1686891
terrinv,Anthonomus grandis,Management,352.1686891
terrinv,Anthonomus grandis,Management,352.1686891
terrinv,Anthonomus grandis,Management,352.1686891
terrinv,Arion lusitanicus,Damage,136.4703719
terrinv,Bactrocera philippinensis,Damage,967.5127129
terrinv,Bactrocera philippinensis,Management,346.53693
terrinv,Bactrocera tryoni,Damage,284.6489928
terrinv,Bactrocera tryoni,Management,43.95104498
terrinv,Bactrocera tryoni,Management,43.95104498
terrinv,Bemisia tabaci,Management,0.001183525
terrinv,Bemisia tabaci,Management,0.001183525
Reptilia,Boiga irregularis,Management,3.360237164
Bird,Branta canadensis,Damage,1.955799815
Bird,Branta canadensis,Management,3.169673144
terrinv,Bruchus pisorum,Mixed,34.52525404
terrinv,Bursaphelenchus mucronatus,Management,0.815211263
terrinv,Bursaphelenchus mucronatus,Management,2.755619656
terrinv,Bursaphelenchus mucronatus,Management,2.755619656
terrinv,Bursaphelenchus mucronatus,Management,2.755619656
terrinv,Bursaphelenchus mucronatus,Management,2.755619656
terrinv,Bursaphelenchus mucronatus,Damage,16682.07676
terrinv,Bursaphelenchus mucronatus,Damage,16682.07676
terrinv,Bursaphelenchus mucronatus,Mixed,173.4718749
terrinv,Cactoblastis cactorum,Management,70.97200093
terrinv,Cactoblastis cactorum,Damage,270.4452917
terrinv,Cactoblastis cactorum,Management,3.696097302
terrinv,Cactoblastis cactorum,Management,0.004626344
terrinv,Cactoblastis cactorum,Management,0.004626344
terrinv,Cactoblastis cactorum,Management,0.004626344
terrinv,Cactoblastis cactorum,Management,0.004626344
Mammal,Callosciurus erythraeus,Damage,0.203496066
Mammal,Callosciurus erythraeus,Damage,0.203496066
Mammal,Callosciurus erythraeus,Damage,0.203496066
Mammal,Callosciurus erythraeus,Damage,0.203496066
Mammal,Callosciurus erythraeus,Damage,0.203496066
Mammal,Callosciurus erythraeus,Damage,0.203496066
Mammal,Callosciurus erythraeus,Damage,0.203496066
Mammal,Callosciurus erythraeus,Damage,0.203496066
Mammal,Callosciurus erythraeus,Damage,0.203496066
Mammal,Callosciurus erythraeus,Damage,0.203496066
Mammal,Callosciurus erythraeus,Damage,0.203496066
Mammal,Callosciurus erythraeus,Damage,0.203496066
Mammal,Callosciurus erythraeus,Damage,0.203496066
Mammal,Callosciurus erythraeus,Damage,0.203496066
Mammal,Callosciurus erythraeus,Damage,0.203496066
Mammal,Callosciurus erythraeus,Damage,0.203496066
Mammal,Camelus dromedarius,Damage,2.10614981
Mammal,Camelus dromedarius,Damage,2.10614981
Mammal,Camelus dromedarius,Damage,2.10614981
Mammal,Camelus dromedarius,Damage,2.10614981
Mammal,Camelus dromedarius,Damage,2.10614981
Mammal,Camelus dromedarius,Damage,2.10614981
Mammal,Camelus dromedarius,Damage,2.10614981
Mammal,Camelus dromedarius,Damage,2.10614981
Mammal,Camelus dromedarius,Management,1.038806015
Mammal,Camelus dromedarius,Management,0.28562919
Mammal,Camelus dromedarius,Management,0.28562919
Mammal,Camelus dromedarius,Management,0.28562919
Mammal,Camelus dromedarius,Management,0.28562919
Mammal,Camelus dromedarius,Management,0.28562919
Mammal,Camelus dromedarius,Damage,0.058006138
Mammal,Camelus dromedarius,Management,7.088147395
Mammal,Camelus dromedarius,Damage,7.565939249
Mammal,Camelus dromedarius,Damage,7.565939249
Mammal,Camelus dromedarius,Management,1.014395962
Mammal,Camelus dromedarius,Management,1.014395962
Mammal,Camelus dromedarius,Management,1.014395962
Mammal,Camelus dromedarius,Management,1.014395962
Mammal,Camelus dromedarius,Management,1.014395962
Mammal,Camelus dromedarius,Management,1.014395962
Mammal,Camelus dromedarius,Management,1.014395962
Mammal,Camelus dromedarius,Management,1.014395962
Mammal,Camelus dromedarius,Management,1.014395962
Mammal,Camelus dromedarius,Management,1.014395962
Mammal,Camelus dromedarius,Management,1.014395962
Mammal,Camelus dromedarius,Management,1.014395962
terrinv,Cameraria ohridella,Management,65.89612432
Mammal,Canis lupus,Damage,94.76901124
Mammal,Canis lupus,Damage,94.76901124
Mammal,Canis lupus,Management,1622.946142
Mammal,Canis lupus,Management,3425.052922
Mammal,Canis lupus,Damage,2490.243559
Mammal,Capra hircus,Damage,17.4638102
Mammal,Capra hircus,Damage,17.4638102
Mammal,Capra hircus,Damage,17.4638102
Mammal,Capra hircus,Damage,17.4638102
Mammal,Capra hircus,Damage,17.4638102
Mammal,Capra hircus,Damage,17.4638102
Mammal,Capra hircus,Damage,17.4638102
Mammal,Capra hircus,Management,2.004758127
Mammal,Capra hircus,Management,2.004758127
Mammal,Capra hircus,Management,10.08230986
Mammal,Capra hircus,Management,9.199880623
Mammal,Capra hircus,Management,10.08230986
Mammal,Capra hircus,Management,10.08230986
Mammal,Capra hircus,Damage,21.71401758
Mammal,Capra hircus,Damage,21.71401758
Mammal,Castor canadensis,Damage,0.812049928
Mammal,Castor canadensis,Damage,0.080731395
Mammal,Castor canadensis,Damage,0.866003849
terrinv,Ceratitis capitata,Damage,418.8961534
terrinv,Ceratitis capitata,Management,45.49728732
terrinv,Ceutorhynchus obstrictus,Damage,1429.395839
Reptilia,Chelydra serpentina,Management,0.043571656
Reptilia,Chelydra serpentina,Management,0.043571656
terrinv,Chilo partellus,Damage,720.0929561
terrinv,Chilo partellus,Damage,833.9317046
terrinv,Chilo partellus,Damage,857.7615476
terrinv,Chilo partellus,Damage,1069.398275
terrinv,Cochliomyia hominivorax,Damage,10523.06681
terrinv,Coptotermes formosanus,Mixed,24060.19965
terrinv,Coptotermes formosanus,Mixed,24060.19965
terrinv,Coptotermes gestroi,Damage,7.051199276
terrinv,Coptotermes gestroi,Damage,7.051199276
terrinv,Coptotermes gestroi,Management,4.444262885
terrinv,Coptotermes gestroi,Management,4.444262885
terrinv,Coptotermes gestroi,Management,4.444262885
terrinv,Coptotermes gestroi,Mixed,24.71259459
Freshwater,Corbicula fluminea,Damage,0.640522602
terrinv,Cydia pomonella,Damage,5562.372684
Bird,Cygnus olor,Damage,0.047000681
Bird,Cygnus olor,Management,0.056898006
Bird,Cygnus olor,Management,0.810502485
terrinv,Daktulosphaira vitifoliae,Management,2.143358757
terrinv,Daktulosphaira vitifoliae,Mixed,4.921957434
terrinv,Dendroctonus micans,Damage,0.759201423
terrinv,Dendroctonus micans,Damage,0.759201423
terrinv,Dendroctonus micans,Management,0.197024881
terrinv,Dendroctonus micans,Management,0.197024881
Freshwater,Dreissena polymorpha,Management,12.68529028
Freshwater,Dreissena polymorpha,Mixed,5380.271571
Freshwater,Dreissena polymorpha,Unspecified,5092.957157
terrinv,Drosophila suzukii,Damage,144.0083583
terrinv,Elatobium abietinum,Damage,26.65627444
terrinv,Ephestia kuehniella,Damage,2.86426508
terrinv,Ephestia kuehniella,Management,3.465228785
terrinv,Ephestia kuehniella,Management,3.465228785
terrinv,Ephestia kuehniella,Management,3.465228785
terrinv,Ephestia kuehniella,Management,2.238497357
Mammal,Equus caballus,Management,1.194734488
Mammal,Felis catus,Damage,12.78070128
Mammal,Felis catus,Management,0.72711911
Mammal,Felis catus,Management,0.537369501
Mammal,Felis catus,Mixed,1344.340531
Mammal,Felis catus,Mixed,1344.340531
Mammal,Felis catus,Mixed,1344.340531
Mammal,Felis catus,Mixed,1344.340531
Mammal,Felis catus,Mixed,1344.340531
Mammal,Felis catus,Mixed,1344.340531
terrinv,Frankliniella occidentalis,Damage,477.1606517
terrinv,Globodera rostochiensis,Management,0.611121598
terrinv,Globodera rostochiensis,Management,0.611121598
terrinv,Globodera rostochiensis,Management,0.611121598
terrinv,Globodera rostochiensis,Management,0.611121598
Freshwater,Gyrodactylus salaris,Damage,1045.324051
Freshwater,Gyrodactylus salaris,Damage,1045.324051
terrinv,Haematobia irritans,Damage,18783.94559
terrinv,Halotydeus destructor,Damage,936.1762524
Mammal,Hemitragus jemlahicus,Management,2.277637877
Mammal,Herpestes javanicus,Damage,0.18333679
Mammal,Herpestes javanicus,Damage,0.18333679
Mammal,Herpestes javanicus,Damage,0.18333679
Mammal,Herpestes javanicus,Damage,0.18333679
Mammal,Herpestes javanicus,Damage,0.18333679
Mammal,Herpestes javanicus,Damage,0.18333679
Mammal,Herpestes javanicus,Damage,0.18333679
Mammal,Herpestes javanicus,Damage,0.18333679
Mammal,Herpestes javanicus,Damage,0.18333679
terrinv,Hyblaea puera,Management,0.468151928
terrinv,Hypera postica,Management,8376.889946
terrinv,Hyphantria cunea,Mixed,21.99643207
terrinv,Hypothenemus hampei,Damage,39.5517427
terrinv,Leptinotarsa decemlineata,Damage,26.48233815
terrinv,Leptinotarsa decemlineata,Management,21.55755113
terrinv,Leptinotarsa decemlineata,Management,7.323866623
terrinv,Leptinotarsa decemlineata,Management,7.323866623
terrinv,Leptinotarsa decemlineata,Management,9.104268865
Freshwater,Limnoperna fortunei,Management,15.7546726
Freshwater,Limnoperna fortunei,Management,23.60394923
terrinv,Linepithema humile,Management,0.486017321
terrinv,Linepithema humile,Management,0.486017321
terrinv,Linepithema humile,Management,0.486017321
terrinv,Linepithema humile,Management,0.486017321
terrinv,Linepithema humile,Management,0.486017321
terrinv,Linepithema humile,Management,0.486017321
terrinv,Linepithema humile,Management,0.486017321
terrinv,Linepithema humile,Management,0.486017321
terrinv,Linepithema humile,Management,0.617955934
terrinv,Linepithema humile,Management,0.617955934
terrinv,Linepithema humile,Management,0.617955934
terrinv,Linepithema humile,Management,0.617955934
terrinv,Liriomyza huidobrensis,Management,46.06180104
terrinv,Liriomyza sativae,Damage,1026.222657
terrinv,Lissachatina fulica,Management,24.36828773
terrinv,Listronotus bonariensis,Damage,583.3552588
terrinv,Listronotus bonariensis,Damage,583.3552588
terrinv,Listronotus bonariensis,Damage,69.6684569
Amphibian,Lithobates catesbeianus,Management,0.083774827
terrinv,Lymantria dispar,Management,105.8317047
terrinv,Lymantria dispar,Management,105.8317047
terrinv,Lymantria dispar,Management,105.8317047
terrinv,Lymantria dispar,Management,105.8317047
terrinv,Lymantria dispar,Management,105.8317047
terrinv,Lymantria dispar,Damage,4503.82831
terrinv,Lymantria dispar,Damage,5036.626526
terrinv,Lymantria dispar,Damage,632.5540426
terrinv,Lymantria dispar,Management,16.86730386
terrinv,Maconellicoccus hirsutus,Management,0.119377803
Mammal,Muntiacus reevesi,Damage,0.098031714
Mammal,Muntiacus reevesi,Damage,0.098031714
Mammal,Muntiacus reevesi,Damage,0.098031714
Mammal,Muntiacus reevesi,Damage,0.098031714
Mammal,Muntiacus reevesi,Damage,0.098031714
Mammal,Muntiacus reevesi,Damage,0.098031714
Mammal,Muntiacus reevesi,Damage,0.098031714
Mammal,Muntiacus reevesi,Damage,0.098031714
Mammal,Muntiacus reevesi,Damage,0.098031714
Mammal,Muntiacus reevesi,Damage,0.098031714
Mammal,Muntiacus reevesi,Damage,0.098031714
Mammal,Muntiacus reevesi,Damage,0.098031714
Mammal,Muntiacus reevesi,Damage,0.098031714
Mammal,Mus musculus,Damage,42.81348167
Mammal,Mustela erminea,Management,6.139890014
Bird,Myiopsitta monachus,Management,1.715562631
Bird,Myiopsitta monachus,Management,2.982274706
Mammal,Myocastor coypus,Damage,2.733865284
Mammal,Myocastor coypus,Damage,2.711829008
Mammal,Myocastor coypus,Damage,2.711829008
Mammal,Myocastor coypus,Damage,2.711829008
Mammal,Myocastor coypus,Damage,2.711829008
Mammal,Myocastor coypus,Damage,2.711829008
Mammal,Myocastor coypus,Damage,2.711829008
Mammal,Myocastor coypus,Damage,2.711829008
Mammal,Myocastor coypus,Damage,2.711829008
Mammal,Myocastor coypus,Damage,2.711829008
Mammal,Myocastor coypus,Damage,2.711829008
Mammal,Myocastor coypus,Damage,2.711829008
Mammal,Myocastor coypus,Damage,2.711829008
Mammal,Myocastor coypus,Damage,2.711829008
Mammal,Myocastor coypus,Damage,2.711829008
Mammal,Myocastor coypus,Damage,2.711829008
Mammal,Myocastor coypus,Damage,2.711829008
Mammal,Myocastor coypus,Damage,2.711829008
Mammal,Myocastor coypus,Damage,2.711829008
Mammal,Myocastor coypus,Damage,0.59882352
Mammal,Myocastor coypus,Management,6.722235188
Mammal,Myocastor coypus,Damage,28.94409181
Mammal,Neovison vison,Management,8.893160047
Mammal,Neovison vison,Management,10.61620371
Mammal,Neovison vison,Management,9.102930866
Mammal,Neovison vison,Management,9.102930866
Mammal,Neovison vison,Management,9.102930866
Mammal,Neovison vison,Management,9.102930866
Mammal,Neovison vison,Management,9.102930866
Mammal,Neovison vison,Management,9.102930866
Mammal,Neovison vison,Management,9.102930866
Mammal,Neovison vison,Management,9.102930866
Mammal,Neovison vison,Management,9.102930866
Mammal,Neovison vison,Management,9.102930866
Mammal,Neovison vison,Management,9.102930866
Mammal,Neovison vison,Management,9.102930866
Mammal,Neovison vison,Management,9.102930866
Mammal,Neovison vison,Management,9.102930866
Mammal,Neovison vison,Management,9.102930866
Mammal,Neovison vison,Management,6.793574349
Mammal,Neovison vison,Management,6.793574349
Mammal,Neovison vison,Management,5.335915546
Mammal,Neovison vison,Management,5.335915546
Mammal,Neovison vison,Management,7.932648839
Mammal,Neovison vison,Management,1.44944034
Mammal,Neovison vison,Damage,12.50357484
Mammal,Neovison vison,Damage,12.50357484
terrinv,Nilaparvata lugens,Damage,650.3616723
Mammal,Nyctereutes procyonoides,Management,0.85792275
Mammal,Nyctereutes procyonoides,Management,0.9298584
Mammal,Nyctereutes procyonoides,Management,0.9298584
Mammal,Nyctereutes procyonoides,Management,1.150433016
Mammal,Nyctereutes procyonoides,Management,0.866709878
Mammal,Ondatra zibethicus,Damage,38.6869866
Mammal,Ondatra zibethicus,Damage,287.755511
Mammal,Ondatra zibethicus,Damage,287.755511
Mammal,Ondatra zibethicus,Management,17.16400966
Mammal,Ondatra zibethicus,Management,24.89670873
Mammal,Ondatra zibethicus,Management,24.89670873
Mammal,Ondatra zibethicus,Management,26.45019399
Mammal,Ondatra zibethicus,Management,26.45019399
Mammal,Ondatra zibethicus,Damage,11.30909896
Mammal,Ondatra zibethicus,Damage,3.975373183
Mammal,Ondatra zibethicus,Damage,13.71693318
Mammal,Oryctolagus cuniculus,Damage,332.7805205
Mammal,Oryctolagus cuniculus,Damage,332.7805205
Mammal,Oryctolagus cuniculus,Damage,332.7805205
Mammal,Oryctolagus cuniculus,Damage,332.7805205
Mammal,Oryctolagus cuniculus,Damage,332.7805205
Mammal,Oryctolagus cuniculus,Damage,280.7052586
Mammal,Oryctolagus cuniculus,Damage,332.7805205
Mammal,Oryctolagus cuniculus,Damage,30.0204617
Mammal,Oryctolagus cuniculus,Damage,27.16410348
Mammal,Oryctolagus cuniculus,Management,8.259724976
Mammal,Oryctolagus cuniculus,Management,8.259724976
Mammal,Oryctolagus cuniculus,Management,7.334648838
Mammal,Oryctolagus cuniculus,Management,7.334648838
Mammal,Oryctolagus cuniculus,Management,7.334648838
Mammal,Oryctolagus cuniculus,Management,7.334648838
Mammal,Oryctolagus cuniculus,Management,11.06672817
Mammal,Oryctolagus cuniculus,Damage,127.93671
Bird,Oxyura jamaicensis,Management,5.260093695
Bird,Oxyura jamaicensis,Management,5.260093695
Bird,Oxyura jamaicensis,Management,5.260093695
Bird,Oxyura jamaicensis,Management,5.260093695
Freshwater,Pacifastacus leniusculus,Damage,0.552538554
Freshwater,Pacifastacus leniusculus,Management,1.15419896
Freshwater,Pacifastacus leniusculus,Management,1.012038046
Freshwater,Pacifastacus leniusculus,Management,1.012038046
Freshwater,Pacifastacus leniusculus,Management,1.012038046
Freshwater,Pacifastacus leniusculus,Management,1.012038046
Freshwater,Pacifastacus leniusculus,Management,1.15419896
Freshwater,Pacifastacus leniusculus,Mixed,3.597025982
Freshwater,Pacifastacus leniusculus,Mixed,2.721265866
Mammal,Paguma larvata,Damage,7.183405734
Mammal,Paguma larvata,Damage,7.183405734
Mammal,Paguma larvata,Damage,7.183405734
Mammal,Paguma larvata,Damage,7.183405734
Mammal,Paguma larvata,Damage,7.183405734
Mammal,Paguma larvata,Damage,7.183405734
Mammal,Paguma larvata,Damage,7.183405734
Mammal,Paguma larvata,Damage,7.183405734
Mammal,Paguma larvata,Damage,7.183405734
Mammal,Paguma larvata,Damage,7.183405734
Mammal,Paguma larvata,Damage,7.183405734
Mammal,Paguma larvata,Damage,7.183405734
Mammal,Paguma larvata,Damage,7.183405734
Mammal,Paguma larvata,Damage,7.183405734
Mammal,Paguma larvata,Damage,7.183405734
Mammal,Paguma larvata,Damage,7.183405734
Mammal,Paguma larvata,Damage,7.183405734
Mammal,Paguma larvata,Damage,7.183405734
terrinv,Paracoccus marginatus,Management,1255.307302
terrinv,Pectinophora gossypiella,Mixed,129.54093
Freshwater,Petromyzon marinus,Management,90.85152392
Freshwater,Petromyzon marinus,Damage,1649.675431
Mammal,Phascolarctos cinereus,Management,0.287239279
Mammal,Phascolarctos cinereus,Management,0.287239279
Bird,Phasianus colchicus,Damage,6.628217588
terrinv,Phenacoccus solenopsis,Damage,8611.222335
Fish,Phoxinus phoxinus,Management,0.661082699
terrinv,Phthorimaea operculella,Mixed,166.7621201
Freshwater,Pomacea canaliculata,Damage,4217.188901
Freshwater,Pomacea canaliculata,Mixed,189.7086207
Freshwater,Procambarus clarkii,Damage,2.379873689
Freshwater,Procambarus clarkii,Management,5.86084864
Mammal,Procyon lotor,Damage,5.975131331
Mammal,Procyon lotor,Damage,5.975131331
Mammal,Procyon lotor,Damage,5.975131331
Mammal,Procyon lotor,Damage,5.975131331
Mammal,Procyon lotor,Damage,5.975131331
Mammal,Procyon lotor,Damage,5.975131331
Mammal,Procyon lotor,Damage,5.975131331
Mammal,Procyon lotor,Damage,5.975131331
Mammal,Procyon lotor,Damage,5.975131331
Mammal,Procyon lotor,Damage,5.975131331
Mammal,Procyon lotor,Damage,5.975131331
Mammal,Procyon lotor,Damage,5.975131331
Mammal,Procyon lotor,Damage,5.975131331
Mammal,Procyon lotor,Damage,5.975131331
Mammal,Procyon lotor,Damage,5.975131331
Mammal,Procyon lotor,Damage,5.975131331
Mammal,Procyon lotor,Damage,5.975131331
Mammal,Procyon lotor,Damage,5.975131331
Mammal,Procyon lotor,Management,0.025412008
Mammal,Procyon lotor,Management,0.025412008
Mammal,Procyon lotor,Management,0.025412008
Mammal,Procyon lotor,Management,0.025412008
Mammal,Procyon lotor,Management,0.025412008
Mammal,Procyon lotor,Management,0.025412008
Mammal,Procyon lotor,Management,0.025412008
terrinv,Prostephanus truncatus,Management,0.157044407
terrinv,Prostephanus truncatus,Management,0.173758002
terrinv,Prostephanus truncatus,Management,0.189674751
Fish,Pseudorasbora parva,Management,0.805872555
Fish,Pseudorasbora parva,Management,0.805872555
Bird,Psittacula krameri,Damage,65.41858484
Bird,Psittacula krameri,Damage,66.66987909
Bird,Psittacula krameri,Management,0.369746639
terrinv,Raoiella indica,Management,2.16158788
Mammal,Rattus exulans,Management,2.449452842
Mammal,Rattus norvegicus,Management,1.16386651
Mammal,Rattus norvegicus,Management,3.465275394
Mammal,Rattus norvegicus,Management,77.26735061
Mammal,Rattus norvegicus,Mixed,12.39209039
Mammal,Rattus rattus,Damage,5.880232966
Mammal,Rattus rattus,Damage,63473.86158
Amphibian,Rhinella marina,Management,12.05708778
Amphibian,Rhinella marina,Management,12.05708778
Amphibian,Rhinella marina,Management,12.05708778
Amphibian,Rhinella marina,Management,12.05708778
terrinv,Rhipicephalus microplus,Damage,16099.63889
terrinv,Rhynchophorus ferrugineus,Management,11.67610232
terrinv,Scirtothrips perseae,Damage,74.10040332
terrinv,Scirtothrips perseae,Mixed,79.18908845
Mammal,Sciurus carolinensis,Management,5.59265259
Mammal,Sciurus carolinensis,Management,5.59265259
Mammal,Sciurus carolinensis,Management,3.827366661
Mammal,Sciurus carolinensis,Damage,10.46270843
Mammal,Sciurus carolinensis,Damage,10.46270843
Mammal,Sciurus carolinensis,Damage,10.07453726
terrinv,Sirex noctilio,Management,218.0005744
terrinv,Sirex noctilio,Management,8.487413262
terrinv,Solenopsis invicta,Management,30.33342492
terrinv,Solenopsis invicta,Management,30.33342492
terrinv,Solenopsis invicta,Management,30.33342492
terrinv,Solenopsis invicta,Management,30.33342492
terrinv,Solenopsis invicta,Management,30.33342492
terrinv,Solenopsis invicta,Management,30.33342492
terrinv,Solenopsis invicta,Management,30.33342492
terrinv,Solenopsis invicta,Management,30.33342492
terrinv,Solenopsis invicta,Management,31.01454475
terrinv,Solenopsis invicta,Management,47.03758222
terrinv,Solenopsis invicta,Management,47.03758222
terrinv,Solenopsis invicta,Management,47.03758222
terrinv,Solenopsis invicta,Management,47.03758222
terrinv,Solenopsis invicta,Management,47.03758222
terrinv,Solenopsis invicta,Management,47.03758222
terrinv,Solenopsis invicta,Management,47.03758222
terrinv,Solenopsis invicta,Management,47.03758222
terrinv,Solenopsis invicta,Management,47.03758222
terrinv,Solenopsis invicta,Management,47.03758222
terrinv,Solenopsis invicta,Management,47.03758222
terrinv,Solenopsis invicta,Management,47.03758222
terrinv,Solenopsis invicta,Management,47.03758222
terrinv,Solenopsis invicta,Management,47.03758222
terrinv,Solenopsis invicta,Management,47.03758222
terrinv,Solenopsis invicta,Management,47.03758222
terrinv,Solenopsis invicta,Management,47.03758222
