Class_code,Species,Type_of_cost_merged,pred_cost_mean
terrinv,Aedes aegypti,Damage,1473.973009
terrinv,Aedes aegypti,Damage,1473.973009
terrinv,Aedes aegypti,Damage,1872.907978
terrinv,Aedes aegypti,Damage,2718.841013
terrinv,Aedes aegypti,Damage,1429.079495
terrinv,Aedes aegypti,Mixed,8.69258808
terrinv,Aedes aegypti,Damage,61.24272159
terrinv,Aedes aegypti,Damage,61.24272159
terrinv,Aedes aegypti,Damage,61.24272159
terrinv,Aedes aegypti,Damage,61.24272159
terrinv,Aedes aegypti,Damage,61.24272159
terrinv,Aedes aegypti,Damage,61.24272159
terrinv,Aedes aegypti,Damage,61.24272159
terrinv,Aedes aegypti,Damage,61.24272159
terrinv,Aedes aegypti,Damage,61.24272159
terrinv,Aedes aegypti,Damage,95.25693318
terrinv,Aedes aegypti,Damage,95.25693318
terrinv,Aedes aegypti,Management,405.8167515
terrinv,Aedes aegypti,Management,405.8167515
terrinv,Aedes aegypti,Management,631.1574586
terrinv,Aedes aegypti,Damage,185.6473569
terrinv,Aedes aegypti,Damage,125.4480042
terrinv,Aedes aegypti,Damage,121.2148658
terrinv,Aedes aegypti,Damage,160.497728
terrinv,Aedes aegypti,Damage,89.71546635
terrinv,Aedes albopictus,Management,3.549959146
terrinv,Aedes albopictus,Management,1.549972084
terrinv,Aedes albopictus,Management,1.071982887
terrinv,Aedes albopictus,Management,1.020297841
terrinv,Aedes camptorhynchus,Management,1011.464075
terrinv,Agrilus planipennis,Management,101.3792742
terrinv,Agrilus planipennis,Management,132.883588
terrinv,Agrilus planipennis,Management,1125.437849
terrinv,Aleurodicus rugioperculatus,Management,0.000711389
Bird,Alopochen aegyptiaca,Damage,1.050887261
terrinv,Anastrepha fraterculus,Damage,111.9417239
terrinv,Anastrepha fraterculus,Management,14.21731194
Reptilia,Anolis carolinensis,Management,0.111607644
Reptilia,Anolis carolinensis,Management,0.111607644
terrinv,Anopheles darlingi,Management,726.7888661
terrinv,Anoplophora chinensis,Management,48.2333951
terrinv,Anoplophora chinensis,Management,3.645492508
terrinv,Anoplophora chinensis,Management,3.645492508
terrinv,Anoplophora glabripennis,Management,489.4757234
terrinv,Anoplophora glabripennis,Management,541.6050112
terrinv,Anoplophora glabripennis,Management,572.8670227
terrinv,Anoplophora glabripennis,Management,1530.918279
terrinv,Anoplophora glabripennis,Management,1789.891878
terrinv,Anoplophora glabripennis,Management,1789.891878
terrinv,Anoplophora glabripennis,Management,1789.891878
terrinv,Anoplophora glabripennis,Damage,3799.246093
terrinv,Anthonomus grandis,Damage,1160.235373
terrinv,Anthonomus grandis,Management,141.089869
terrinv,Anthonomus grandis,Management,174.5461968
terrinv,Anthonomus grandis,Mixed,85857.41766
terrinv,Anthonomus grandis,Unspecified,1488.256909
terrinv,Anthonomus grandis,Management,17.51187348
terrinv,Anthonomus grandis,Management,347.7704276
terrinv,Anthonomus grandis,Management,347.7704276
terrinv,Anthonomus grandis,Management,347.7704276
terrinv,Anthonomus grandis,Management,347.7704276
terrinv,Arion lusitanicus,Damage,134.9688865
terrinv,Bactrocera philippinensis,Damage,959.4801011
terrinv,Bactrocera philippinensis,Management,343.6599244
terrinv,Bactrocera tryoni,Damage,302.9494186
terrinv,Bactrocera tryoni,Management,46.77671048
terrinv,Bactrocera tryoni,Management,46.77671048
terrinv,Bemisia tabaci,Management,0.001183525
terrinv,Bemisia tabaci,Management,0.001183525
Reptilia,Boiga irregularis,Management,3.303035201
Bird,Branta canadensis,Damage,2.007137583
Bird,Branta canadensis,Management,3.252862366
terrinv,Bruchus pisorum,Mixed,33.96661831
terrinv,Bursaphelenchus mucronatus,Management,0.596244303
terrinv,Bursaphelenchus mucronatus,Management,2.465017348
terrinv,Bursaphelenchus mucronatus,Management,2.465017348
terrinv,Bursaphelenchus mucronatus,Management,2.465017348
terrinv,Bursaphelenchus mucronatus,Management,2.465017348
terrinv,Bursaphelenchus mucronatus,Damage,15742.90691
terrinv,Bursaphelenchus mucronatus,Damage,15742.90691
terrinv,Bursaphelenchus mucronatus,Mixed,163.7059509
terrinv,Cactoblastis cactorum,Management,69.56780168
terrinv,Cactoblastis cactorum,Damage,265.0944622
terrinv,Cactoblastis cactorum,Management,3.622968675
terrinv,Cactoblastis cactorum,Management,0.004534811
terrinv,Cactoblastis cactorum,Management,0.004534811
terrinv,Cactoblastis cactorum,Management,0.004534811
terrinv,Cactoblastis cactorum,Management,0.004534811
Mammal,Callosciurus erythraeus,Damage,0.201751551
Mammal,Callosciurus erythraeus,Damage,0.201751551
Mammal,Callosciurus erythraeus,Damage,0.201751551
Mammal,Callosciurus erythraeus,Damage,0.201751551
Mammal,Callosciurus erythraeus,Damage,0.201751551
Mammal,Callosciurus erythraeus,Damage,0.201751551
Mammal,Callosciurus erythraeus,Damage,0.201751551
Mammal,Callosciurus erythraeus,Damage,0.201751551
Mammal,Callosciurus erythraeus,Damage,0.201751551
Mammal,Callosciurus erythraeus,Damage,0.201751551
Mammal,Callosciurus erythraeus,Damage,0.201751551
Mammal,Callosciurus erythraeus,Damage,0.201751551
Mammal,Callosciurus erythraeus,Damage,0.201751551
Mammal,Callosciurus erythraeus,Damage,0.201751551
Mammal,Callosciurus erythraeus,Damage,0.201751551
Mammal,Callosciurus erythraeus,Damage,0.201751551
Mammal,Camelus dromedarius,Damage,2.065197744
Mammal,Camelus dromedarius,Damage,2.065197744
Mammal,Camelus dromedarius,Damage,2.065197744
Mammal,Camelus dromedarius,Damage,2.065197744
Mammal,Camelus dromedarius,Damage,2.065197744
Mammal,Camelus dromedarius,Damage,2.065197744
Mammal,Camelus dromedarius,Damage,2.065197744
Mammal,Camelus dromedarius,Damage,2.065197744
Mammal,Camelus dromedarius,Management,1.018607427
Mammal,Camelus dromedarius,Management,0.280075404
Mammal,Camelus dromedarius,Management,0.280075404
Mammal,Camelus dromedarius,Management,0.280075404
Mammal,Camelus dromedarius,Management,0.280075404
Mammal,Camelus dromedarius,Management,0.280075404
Mammal,Camelus dromedarius,Damage,0.056878369
Mammal,Camelus dromedarius,Management,6.95033793
Mammal,Camelus dromedarius,Damage,7.418840569
Mammal,Camelus dromedarius,Damage,7.418840569
Mammal,Camelus dromedarius,Management,0.99467385
Mammal,Camelus dromedarius,Management,0.99467385
Mammal,Camelus dromedarius,Management,0.99467385
Mammal,Camelus dromedarius,Management,0.99467385
Mammal,Camelus dromedarius,Management,0.99467385
Mammal,Camelus dromedarius,Management,0.99467385
Mammal,Camelus dromedarius,Management,0.99467385
Mammal,Camelus dromedarius,Management,0.99467385
Mammal,Camelus dromedarius,Management,0.99467385
Mammal,Camelus dromedarius,Management,0.99467385
Mammal,Camelus dromedarius,Management,0.99467385
Mammal,Camelus dromedarius,Management,0.99467385
terrinv,Cameraria ohridella,Management,65.47697651
Mammal,Canis lupus,Damage,98.87456983
Mammal,Canis lupus,Damage,98.87456983
Mammal,Canis lupus,Management,1692.181454
Mammal,Canis lupus,Management,3421.883223
Mammal,Canis lupus,Damage,2487.966317
Mammal,Capra hircus,Damage,17.04706461
Mammal,Capra hircus,Damage,17.04706461
Mammal,Capra hircus,Damage,17.04706461
Mammal,Capra hircus,Damage,17.04706461
Mammal,Capra hircus,Damage,17.04706461
Mammal,Capra hircus,Damage,17.04706461
Mammal,Capra hircus,Damage,17.04706461
Mammal,Capra hircus,Management,1.956917816
Mammal,Capra hircus,Management,1.956917816
Mammal,Capra hircus,Management,9.845013437
Mammal,Capra hircus,Management,9.137703074
Mammal,Capra hircus,Management,9.845013437
Mammal,Capra hircus,Management,9.845013437
Mammal,Capra hircus,Damage,21.19587917
Mammal,Capra hircus,Damage,21.19587917
Mammal,Castor canadensis,Damage,0.816971577
Mammal,Castor canadensis,Damage,0.081220696
Mammal,Castor canadensis,Damage,0.871252427
terrinv,Ceratitis capitata,Damage,420.6415936
terrinv,Ceratitis capitata,Management,45.6868732
terrinv,Ceutorhynchus obstrictus,Damage,1415.974227
Reptilia,Chelydra serpentina,Management,0.041104553
Reptilia,Chelydra serpentina,Management,0.041104553
terrinv,Chilo partellus,Damage,703.888203
terrinv,Chilo partellus,Damage,827.7223094
terrinv,Chilo partellus,Damage,831.5842089
terrinv,Chilo partellus,Damage,1051.197486
terrinv,Cochliomyia hominivorax,Damage,10595.48191
terrinv,Coptotermes formosanus,Mixed,24278.49368
terrinv,Coptotermes formosanus,Mixed,24278.49368
terrinv,Coptotermes gestroi,Damage,6.974600452
terrinv,Coptotermes gestroi,Damage,6.974600452
terrinv,Coptotermes gestroi,Management,4.395983943
terrinv,Coptotermes gestroi,Management,4.395983943
terrinv,Coptotermes gestroi,Management,4.395983943
terrinv,Coptotermes gestroi,Mixed,24.44413659
Freshwater,Corbicula fluminea,Damage,0.634027042
terrinv,Cydia pomonella,Damage,5623.617727
Bird,Cygnus olor,Damage,0.046654874
Bird,Cygnus olor,Management,0.05647938
Bird,Cygnus olor,Management,0.804539881
terrinv,Daktulosphaira vitifoliae,Management,2.167871333
terrinv,Daktulosphaira vitifoliae,Mixed,4.579292839
terrinv,Dendroctonus micans,Damage,0.757906924
terrinv,Dendroctonus micans,Damage,0.757906924
terrinv,Dendroctonus micans,Management,0.196688938
terrinv,Dendroctonus micans,Management,0.196688938
Freshwater,Dreissena polymorpha,Management,12.70724334
Freshwater,Dreissena polymorpha,Mixed,5323.704516
Freshwater,Dreissena polymorpha,Unspecified,5039.410512
terrinv,Drosophila suzukii,Damage,139.6305228
terrinv,Elatobium abietinum,Damage,26.20200794
terrinv,Ephestia kuehniella,Damage,2.481616984
terrinv,Ephestia kuehniella,Management,3.002295656
terrinv,Ephestia kuehniella,Management,3.002295656
terrinv,Ephestia kuehniella,Management,3.002295656
terrinv,Ephestia kuehniella,Management,1.939463425
Mammal,Equus caballus,Management,1.198668836
Mammal,Felis catus,Damage,12.40834204
Mammal,Felis catus,Management,0.705860442
Mammal,Felis catus,Management,0.529008779
Mammal,Felis catus,Mixed,1305.179927
Mammal,Felis catus,Mixed,1305.179927
Mammal,Felis catus,Mixed,1305.179927
Mammal,Felis catus,Mixed,1305.179927
Mammal,Felis catus,Mixed,1305.179927
Mammal,Felis catus,Mixed,1305.179927
terrinv,Frankliniella occidentalis,Damage,529.9218258
terrinv,Globodera rostochiensis,Management,0.589017068
terrinv,Globodera rostochiensis,Management,0.589017068
terrinv,Globodera rostochiensis,Management,0.589017068
terrinv,Globodera rostochiensis,Management,0.589017068
Freshwater,Gyrodactylus salaris,Damage,977.4774138
Freshwater,Gyrodactylus salaris,Damage,977.4774138
terrinv,Haematobia irritans,Damage,18571.56959
terrinv,Halotydeus destructor,Damage,930.2879613
Mammal,Hemitragus jemlahicus,Management,2.356423123
Mammal,Herpestes javanicus,Damage,0.179137278
Mammal,Herpestes javanicus,Damage,0.179137278
Mammal,Herpestes javanicus,Damage,0.179137278
Mammal,Herpestes javanicus,Damage,0.179137278
Mammal,Herpestes javanicus,Damage,0.179137278
Mammal,Herpestes javanicus,Damage,0.179137278
Mammal,Herpestes javanicus,Damage,0.179137278
Mammal,Herpestes javanicus,Damage,0.179137278
Mammal,Herpestes javanicus,Damage,0.179137278
terrinv,Hyblaea puera,Management,0.464336178
terrinv,Hypera postica,Management,8475.200072
terrinv,Hyphantria cunea,Mixed,21.75383075
terrinv,Hypothenemus hampei,Damage,36.02388381
terrinv,Leptinotarsa decemlineata,Damage,25.76269655
terrinv,Leptinotarsa decemlineata,Management,20.9909537
terrinv,Leptinotarsa decemlineata,Management,7.345062332
terrinv,Leptinotarsa decemlineata,Management,7.345062332
terrinv,Leptinotarsa decemlineata,Management,9.057326187
Freshwater,Limnoperna fortunei,Management,15.54810759
Freshwater,Limnoperna fortunei,Management,23.52710117
terrinv,Linepithema humile,Management,0.457597794
terrinv,Linepithema humile,Management,0.457597794
terrinv,Linepithema humile,Management,0.457597794
terrinv,Linepithema humile,Management,0.457597794
terrinv,Linepithema humile,Management,0.457597794
terrinv,Linepithema humile,Management,0.457597794
terrinv,Linepithema humile,Management,0.457597794
terrinv,Linepithema humile,Management,0.457597794
terrinv,Linepithema humile,Management,0.657060377
terrinv,Linepithema humile,Management,0.657060377
terrinv,Linepithema humile,Management,0.657060377
terrinv,Linepithema humile,Management,0.657060377
terrinv,Liriomyza huidobrensis,Management,46.63998848
terrinv,Liriomyza sativae,Damage,899.6446505
terrinv,Lissachatina fulica,Management,24.00183825
terrinv,Listronotus bonariensis,Damage,597.5802884
terrinv,Listronotus bonariensis,Damage,597.5802884
terrinv,Listronotus bonariensis,Damage,71.36721903
Amphibian,Lithobates catesbeianus,Management,0.076415227
terrinv,Lymantria dispar,Management,104.9208686
terrinv,Lymantria dispar,Management,104.9208686
terrinv,Lymantria dispar,Management,104.9208686
terrinv,Lymantria dispar,Management,104.9208686
terrinv,Lymantria dispar,Management,104.9208686
terrinv,Lymantria dispar,Damage,4463.996677
terrinv,Lymantria dispar,Damage,4991.892993
terrinv,Lymantria dispar,Damage,608.0315317
terrinv,Lymantria dispar,Management,16.42286049
terrinv,Maconellicoccus hirsutus,Management,0.118746491
Mammal,Muntiacus reevesi,Damage,0.094713592
Mammal,Muntiacus reevesi,Damage,0.094713592
Mammal,Muntiacus reevesi,Damage,0.094713592
Mammal,Muntiacus reevesi,Damage,0.094713592
Mammal,Muntiacus reevesi,Damage,0.094713592
Mammal,Muntiacus reevesi,Damage,0.094713592
Mammal,Muntiacus reevesi,Damage,0.094713592
Mammal,Muntiacus reevesi,Damage,0.094713592
Mammal,Muntiacus reevesi,Damage,0.094713592
Mammal,Muntiacus reevesi,Damage,0.094713592
Mammal,Muntiacus reevesi,Damage,0.094713592
Mammal,Muntiacus reevesi,Damage,0.094713592
Mammal,Muntiacus reevesi,Damage,0.094713592
Mammal,Mus musculus,Damage,41.31172994
Mammal,Mustela erminea,Management,6.098426342
Bird,Myiopsitta monachus,Management,1.716930974
Bird,Myiopsitta monachus,Management,2.916177715
Mammal,Myocastor coypus,Damage,2.720976762
Mammal,Myocastor coypus,Damage,2.665194361
Mammal,Myocastor coypus,Damage,2.665194361
Mammal,Myocastor coypus,Damage,2.665194361
Mammal,Myocastor coypus,Damage,2.665194361
Mammal,Myocastor coypus,Damage,2.665194361
Mammal,Myocastor coypus,Damage,2.665194361
Mammal,Myocastor coypus,Damage,2.665194361
Mammal,Myocastor coypus,Damage,2.665194361
Mammal,Myocastor coypus,Damage,2.665194361
Mammal,Myocastor coypus,Damage,2.665194361
Mammal,Myocastor coypus,Damage,2.665194361
Mammal,Myocastor coypus,Damage,2.665194361
Mammal,Myocastor coypus,Damage,2.665194361
Mammal,Myocastor coypus,Damage,2.665194361
Mammal,Myocastor coypus,Damage,2.665194361
Mammal,Myocastor coypus,Damage,2.665194361
Mammal,Myocastor coypus,Damage,2.665194361
Mammal,Myocastor coypus,Damage,2.665194361
Mammal,Myocastor coypus,Damage,0.595348815
Mammal,Myocastor coypus,Management,6.683231878
Mammal,Myocastor coypus,Damage,28.77614706
Mammal,Neovison vison,Management,8.866054219
Mammal,Neovison vison,Management,10.67853234
Mammal,Neovison vison,Management,8.934788187
Mammal,Neovison vison,Management,8.934788187
Mammal,Neovison vison,Management,8.934788187
Mammal,Neovison vison,Management,8.934788187
Mammal,Neovison vison,Management,8.934788187
Mammal,Neovison vison,Management,8.934788187
Mammal,Neovison vison,Management,8.934788187
Mammal,Neovison vison,Management,8.934788187
Mammal,Neovison vison,Management,8.934788187
Mammal,Neovison vison,Management,8.934788187
Mammal,Neovison vison,Management,8.934788187
Mammal,Neovison vison,Management,8.934788187
Mammal,Neovison vison,Management,8.934788187
Mammal,Neovison vison,Management,8.934788187
Mammal,Neovison vison,Management,8.934788187
Mammal,Neovison vison,Management,6.778564253
Mammal,Neovison vison,Management,6.778564253
Mammal,Neovison vison,Management,5.294129406
Mammal,Neovison vison,Management,5.294129406
Mammal,Neovison vison,Management,7.581886033
Mammal,Neovison vison,Management,1.443931372
Mammal,Neovison vison,Damage,12.50156393
Mammal,Neovison vison,Damage,12.50156393
terrinv,Nilaparvata lugens,Damage,642.0282519
Mammal,Nyctereutes procyonoides,Management,0.854484818
Mammal,Nyctereutes procyonoides,Management,0.923261806
Mammal,Nyctereutes procyonoides,Management,0.923261806
Mammal,Nyctereutes procyonoides,Management,1.144080683
Mammal,Nyctereutes procyonoides,Management,0.870076501
Mammal,Ondatra zibethicus,Damage,38.53836442
Mammal,Ondatra zibethicus,Damage,286.6501251
Mammal,Ondatra zibethicus,Damage,286.6501251
Mammal,Ondatra zibethicus,Management,16.65900447
Mammal,Ondatra zibethicus,Management,24.80179102
Mammal,Ondatra zibethicus,Management,24.80179102
Mammal,Ondatra zibethicus,Management,26.17732211
Mammal,Ondatra zibethicus,Management,26.17732211
Mammal,Ondatra zibethicus,Damage,11.26565327
Mammal,Ondatra zibethicus,Damage,3.960101158
Mammal,Ondatra zibethicus,Damage,13.66424332
Mammal,Oryctolagus cuniculus,Damage,330.7235043
Mammal,Oryctolagus cuniculus,Damage,330.7235043
Mammal,Oryctolagus cuniculus,Damage,330.7235043
Mammal,Oryctolagus cuniculus,Damage,330.7235043
Mammal,Oryctolagus cuniculus,Damage,330.7235043
Mammal,Oryctolagus cuniculus,Damage,278.7154975
Mammal,Oryctolagus cuniculus,Damage,330.7235043
Mammal,Oryctolagus cuniculus,Damage,29.96518348
Mammal,Oryctolagus cuniculus,Damage,26.99575773
Mammal,Oryctolagus cuniculus,Management,8.209019088
Mammal,Oryctolagus cuniculus,Management,8.209019088
Mammal,Oryctolagus cuniculus,Management,7.284834824
Mammal,Oryctolagus cuniculus,Management,7.284834824
Mammal,Oryctolagus cuniculus,Management,7.284834824
Mammal,Oryctolagus cuniculus,Management,7.284834824
Mammal,Oryctolagus cuniculus,Management,10.9933099
Mammal,Oryctolagus cuniculus,Damage,127.0878754
Bird,Oxyura jamaicensis,Management,5.262636088
Bird,Oxyura jamaicensis,Management,5.262636088
Bird,Oxyura jamaicensis,Management,5.262636088
Bird,Oxyura jamaicensis,Management,5.262636088
Freshwater,Pacifastacus leniusculus,Damage,0.54770218
Freshwater,Pacifastacus leniusculus,Management,1.144069542
Freshwater,Pacifastacus leniusculus,Management,1.021724914
Freshwater,Pacifastacus leniusculus,Management,1.021724914
Freshwater,Pacifastacus leniusculus,Management,1.021724914
Freshwater,Pacifastacus leniusculus,Management,1.021724914
Freshwater,Pacifastacus leniusculus,Management,1.144069542
Freshwater,Pacifastacus leniusculus,Mixed,3.565541186
Freshwater,Pacifastacus leniusculus,Mixed,2.697444819
Mammal,Paguma larvata,Damage,7.062700699
Mammal,Paguma larvata,Damage,7.062700699
Mammal,Paguma larvata,Damage,7.062700699
Mammal,Paguma larvata,Damage,7.062700699
Mammal,Paguma larvata,Damage,7.062700699
Mammal,Paguma larvata,Damage,7.062700699
Mammal,Paguma larvata,Damage,7.062700699
Mammal,Paguma larvata,Damage,7.062700699
Mammal,Paguma larvata,Damage,7.062700699
Mammal,Paguma larvata,Damage,7.062700699
Mammal,Paguma larvata,Damage,7.062700699
Mammal,Paguma larvata,Damage,7.062700699
Mammal,Paguma larvata,Damage,7.062700699
Mammal,Paguma larvata,Damage,7.062700699
Mammal,Paguma larvata,Damage,7.062700699
Mammal,Paguma larvata,Damage,7.062700699
Mammal,Paguma larvata,Damage,7.062700699
Mammal,Paguma larvata,Damage,7.062700699
terrinv,Paracoccus marginatus,Management,1262.447064
terrinv,Pectinophora gossypiella,Mixed,132.8433879
Freshwater,Petromyzon marinus,Management,90.62046775
Freshwater,Petromyzon marinus,Damage,1661.524292
Mammal,Phascolarctos cinereus,Management,0.285157625
Mammal,Phascolarctos cinereus,Management,0.285157625
Bird,Phasianus colchicus,Damage,6.598672364
terrinv,Phenacoccus solenopsis,Damage,8557.669885
Fish,Phoxinus phoxinus,Management,0.634830382
terrinv,Phthorimaea operculella,Mixed,155.7292031
Freshwater,Pomacea canaliculata,Damage,4188.0302
Freshwater,Pomacea canaliculata,Mixed,188.3969278
Freshwater,Procambarus clarkii,Damage,2.540747019
Freshwater,Procambarus clarkii,Management,5.807805477
Mammal,Procyon lotor,Damage,5.920436493
Mammal,Procyon lotor,Damage,5.920436493
Mammal,Procyon lotor,Damage,5.920436493
Mammal,Procyon lotor,Damage,5.920436493
Mammal,Procyon lotor,Damage,5.920436493
Mammal,Procyon lotor,Damage,5.920436493
Mammal,Procyon lotor,Damage,5.920436493
Mammal,Procyon lotor,Damage,5.920436493
Mammal,Procyon lotor,Damage,5.920436493
Mammal,Procyon lotor,Damage,5.920436493
Mammal,Procyon lotor,Damage,5.920436493
Mammal,Procyon lotor,Damage,5.920436493
Mammal,Procyon lotor,Damage,5.920436493
Mammal,Procyon lotor,Damage,5.920436493
Mammal,Procyon lotor,Damage,5.920436493
Mammal,Procyon lotor,Damage,5.920436493
Mammal,Procyon lotor,Damage,5.920436493
Mammal,Procyon lotor,Damage,5.920436493
Mammal,Procyon lotor,Management,0.025179408
Mammal,Procyon lotor,Management,0.025179408
Mammal,Procyon lotor,Management,0.025179408
Mammal,Procyon lotor,Management,0.025179408
Mammal,Procyon lotor,Management,0.025179408
Mammal,Procyon lotor,Management,0.025179408
Mammal,Procyon lotor,Management,0.025179408
terrinv,Prostephanus truncatus,Management,0.155116466
terrinv,Prostephanus truncatus,Management,0.17090502
terrinv,Prostephanus truncatus,Management,0.177084859
Fish,Pseudorasbora parva,Management,0.775277181
Fish,Pseudorasbora parva,Management,0.775277181
Bird,Psittacula krameri,Damage,65.62174275
Bird,Psittacula krameri,Damage,65.89478854
Bird,Psittacula krameri,Management,0.368955314
terrinv,Raoiella indica,Management,2.161074195
Mammal,Rattus exulans,Management,2.13519754
Mammal,Rattus norvegicus,Management,1.15579222
Mammal,Rattus norvegicus,Management,3.435800339
Mammal,Rattus norvegicus,Management,76.67827908
Mammal,Rattus norvegicus,Mixed,12.29761546
Mammal,Rattus rattus,Damage,5.728983687
Mammal,Rattus rattus,Damage,67120.76815
Amphibian,Rhinella marina,Management,11.61864411
Amphibian,Rhinella marina,Management,11.61864411
Amphibian,Rhinella marina,Management,11.61864411
Amphibian,Rhinella marina,Management,11.61864411
terrinv,Rhipicephalus microplus,Damage,16211.98165
terrinv,Rhynchophorus ferrugineus,Management,11.56996117
terrinv,Scirtothrips perseae,Damage,78.36500566
terrinv,Scirtothrips perseae,Mixed,83.74655314
Mammal,Sciurus carolinensis,Management,5.550998212
Mammal,Sciurus carolinensis,Management,5.550998212
Mammal,Sciurus carolinensis,Management,3.798860228
Mammal,Sciurus carolinensis,Damage,10.38477354
Mammal,Sciurus carolinensis,Damage,10.38477354
Mammal,Sciurus carolinensis,Damage,9.999492589
terrinv,Sirex noctilio,Management,210.7410178
terrinv,Sirex noctilio,Management,9.59767681
terrinv,Solenopsis invicta,Management,29.38251398
terrinv,Solenopsis invicta,Management,29.38251398
terrinv,Solenopsis invicta,Management,29.38251398
terrinv,Solenopsis invicta,Management,29.38251398
terrinv,Solenopsis invicta,Management,29.38251398
terrinv,Solenopsis invicta,Management,29.38251398
terrinv,Solenopsis invicta,Management,29.38251398
terrinv,Solenopsis invicta,Management,29.38251398
terrinv,Solenopsis invicta,Management,30.62660696
terrinv,Solenopsis invicta,Management,45.98429719
terrinv,Solenopsis invicta,Management,45.98429719
terrinv,Solenopsis invicta,Management,45.98429719
terrinv,Solenopsis invicta,Management,45.98429719
terrinv,Solenopsis invicta,Management,45.98429719
terrinv,Solenopsis invicta,Management,45.98429719
terrinv,Solenopsis invicta,Management,45.98429719
terrinv,Solenopsis invicta,Management,45.98429719
terrinv,Solenopsis invicta,Management,45.98429719
terrinv,Solenopsis invicta,Management,45.98429719
terrinv,Solenopsis invicta,Management,45.98429719
terrinv,Solenopsis invicta,Management,45.98429719
terrinv,Solenopsis invicta,Management,45.98429719
terrinv,Solenopsis invicta,Management,45.98429719
terrinv,Solenopsis invicta,Management,45.98429719
terrinv,Solenopsis invicta,Management,45.98429719
terrinv,Solenopsis invicta,Management,45.98429719
